Item;Código;Denominación;Grupo;Clase;Resolución;Estado
2605;67227503;MAQUINA LAVADORA DE MONDONGO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0089-2001/SBN;ACTIVO
2606;67227505;MAQUINA LIMPIADORA DE QUINUA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0089-2001/SBN;ACTIVO
2607;67227508;MARCADOR DE LLANTAS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0090-1999/SBN;ACTIVO
2608;67227509;MARTILLO DEMOLEDOR ELECTRICO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
2609;67227510;MARTILLO DE PERCUSION NEUMATICO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0015-2004/SBN-GO;ACTIVO
2610;67227511;MEZCLADOR DE FIBRA - COTTON BLENDER;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
2611;67227512;MASTIL BASCULANTE PARA ESTACION METEOROLOGICA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
2612;67227513;MICROASPIRADORA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0089-2001/SBN;ACTIVO
2613;67227514;MICROCAMARA DIGITAL FLEXIBLE PARA EXPLORACION/INSPECCION;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
2614;67227515;MICROSCOPIO DE COMPARACION;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
2615;67227516;MICROSCOPIO PARA CONTROL DE CALIDAD;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
2616;67227517;MODULO DE ADQUISICION DE DATOS MULTIFUNCION (DAQ);67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
2617;67227519;MODULO DE ENSEÃANZA EN GENERAL;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0090-1999/SBN;ACTIVO
2618;67227520;MASTIL TELESCOPICO PARA ANTENA DE COMUNICACIONES;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
2619;67227530;MOLEDOR DE SUELO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0090-1999/SBN;ACTIVO
2620;67227531;MONOCULAR DE VISION DIURNA Y NOCTURNA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;PENDIENTE;ACTIVO
2621;67227536;MONTURA ROBOTICA PARA OBSERVACIONES ASTRONOMICAS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
2622;67227542;MOTOBOMBA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2623;67227631;MOTOR ASINCROMATICO ELECTRICO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0040-98/SBN;EXCLUIDO
2624;67227690;MOTOR COLGANTE;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
2625;67227720;MOTOR ELECTRICO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0040-98/SBN;EXCLUIDO
2626;67227809;MOTOR GASOLINERO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0040-98/SBN;EXCLUIDO
2627;67227838;MOTOR PARA PULIR JOYERIA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
2628;67227899;MOTOR PETROLERO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0040-98/SBN;EXCLUIDO
2629;67227988;MOTORES ESTACIONARIOS Y MARINOS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2630;67228077;MUFLA ELECTRICA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2631;67228082;MULTIHERRAMIENTA ELECTRICA ROTATIVA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
2632;67228088;OZONIZADOR PURIFICADOR DE AGUA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
2633;67228099;PALANCA PARA REMACHES;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0130-2000/SBN;ACTIVO
2634;67228121;PASTEURIZADOR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0090-1999/SBN;ACTIVO
2635;67228143;PEINADORA DE CESPED ARTIFICIAL;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
2636;67228166;PERFORADORA DE RODILLOS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2637;67228210;PERFORADORA INDUSTRIAL;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0040-98/SBN;ACTIVO
2638;67228221;PERTIGA TELESCOPICA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
2639;67228226;PINTARRAYAS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
2640;67228232;PIROGRAFO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
2641;67228243;PISTOLA DE CALOR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
2642;67228255;PISTOLA ELECTRICA PARA SOLDAR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2643;67228277;PISTOLA ESTROBOSCOPICA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
2644;67228299;PISTOLA PARA FIJAR CLAVOS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0040-98/SBN;ACTIVO
2645;67228300;FLUJOMETRO DIGITAL DE ESTABILIDAD MARSHALL;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;PENDIENTE;ACTIVO
2646;67228322;PISTOLA PARA PERNOS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0130-2000/SBN;ACTIVO
2647;67228345;PISTOLA PARA PINTAR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2648;67228434;PISTOLA PARA SINCRONIZAR MOTORES;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2649;67228478;PISTOLA REMACHADORA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0130-2000/SBN;ACTIVO
2650;67228483;PLANTA DE OSMOSIS INVERSA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
2651;67228486;PLANTA DE TRATAMIENTO DE AGUA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
2652;67228489;PLANTA PROCESADORA DE NITROGENO LIQUIDO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
2653;67228500;PLUMA ELEVADORA - GRUA PLUMA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0089-2001/SBN;ACTIVO
2654;67228511;PODADORA DE ALTURA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
2655;67228523;POLIPASTO ELECTRICO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2656;67228567;PORTAROLLOS DE FLEJES LAMINADOS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2002/SBN;ACTIVO
2657;67228589;PRECINTADORA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0015-2004/SBN-GO;ACTIVO
2658;67228612;PRISMA PENTAGONAL TOPOGRAFICO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2659;67228626;PROBADOR DE BATERIA Y REFRIGERANTE;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0090-1999/SBN;ACTIVO
2660;67228641;PROBADOR DE CILINDRO DE FRENO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0040-98/SBN;ACTIVO
2661;67228670;PROBADOR DE EQUIPO NEUMATICO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0040-98/SBN;ACTIVO
2662;67228677;PROBADOR TRIFASICO Y DE ROTACION DE MOTOR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
2663;67228685;PROGRAMADOR Y VALIDADOR PORTATIL PARA MAQUINA TRAGAMONEDAS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0015-2004/SBN-GO;ACTIVO
2664;67228701;PULIDORA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2665;67228745;RAMPA DE VACIO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0090-1999/SBN;ACTIVO
2666;67228756;REBAJADOR ELECTRONICO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0009-2008/SBN-GO;ACTIVO
2667;67228768;REBORDEADORA Y CERRADORA DE ENSAMBLADURA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2002/SBN;ACTIVO
2668;67228773;RECIRCULADOR DE AGUA PARA LABORATORIO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
2669;67228779;RECTIFICADOR PORTATIL PARA CILINDRO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0013-2003/SBN-GO;ACTIVO
2670;67228780;RECUPERADOR DE FINOS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
2671;67228782;RECUPERADOR DE PROYECTILES;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
2672;67228785;REFINADOR DE FIBRAS DE PAPEL - REFINADOR PFI;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
2673;67228788;REFRENTADOR DE TESTIGOS DE CONCRETO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
2674;67228791;REGISTRADOR DE COLORES;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2675;67228802;REGISTRADOR DE DATOS - DATA LOGGER;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
2676;67228813;REGLA VIBRATORIA PARA CONCRETO O PAVIMENTO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0089-2001/SBN;ACTIVO
2677;67228835;ROCIADOR ELECTRICO - ASPERJADOR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0089-2001/SBN;ACTIVO
2678;67228857;ROTOMARTILLO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
2679;67228880;ROTOR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2680;67228902;ROZADORA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
2681;67228924;RUTEADORA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
2682;67228946;SALVAESCALERA MOVIL;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2016/SBN-DNR;ACTIVO
2683;67228969;SARGENTA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2684;67228991;SCANNER AUTOMOTRIZ;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
2685;67229013;SECADOR DE POLEN;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0016-2007/SBN-GO;ACTIVO
2686;67229058;SECADORA (OTROS);67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2687;67229080;SECADORA DE AIRE;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0090-1999/SBN;ACTIVO
2688;67229102;SECADORA DE BANDEJAS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0090-1999/SBN;ACTIVO
2689;67229147;SECADORA DE FOTOGRAFIAS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2690;67229191;SECADORA DE LUZ INFRARROJA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0090-1999/SBN;ACTIVO
2691;67229236;SELLADOR DE AGUA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2692;67229326;SELLADORA DE IMPULSION;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2693;67229348;SELLADORA DE TAPAS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0015-2004/SBN-GO;ACTIVO
2694;67229359;SENSOR RADAR DE TRAFICO VEHICULAR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
2695;67229364;SEPARADOR HIDRAULICO PARA RESCATE;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
2696;67229370;SERRUCHO ELECTRICO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0040-98/SBN;ACTIVO
2697;67229392;SIERRA CIRCULAR PORTATIL;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0130-2000/SBN;ACTIVO
2698;67229415;SIERRA ELECTRICA DE ARCO PARA FIERRO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2699;67229426;SIERRA NEUMATICA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2002/SBN;ACTIVO
2700;67229431;SIMULADOR DE CONDUCCION DE TREN;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
2701;67229437;SISTEMA ACUSTO MAGNETICO DE SEGURIDAD;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2002/SBN;ACTIVO
2702;67229442;SISTEMA DE CALEFACCION INFRARROJO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
2703;67229443;SISTEMA DE INSPECCION DE CARGA Y VEHICULOS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;PENDIENTE;ACTIVO
2704;67229444;SISTEMA DE LLENADO ESTERIL;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
2705;67229446;SISTEMA DE PASTEURIZACION UHT/HTST;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
2706;67229448;SISTEMA DE PUESTA A PUNTO POR LUMINOSIDAD Y MAGNETISMO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0130-2000/SBN;ACTIVO
2707;67229451;SISTEMA DE REGISTRO DE COMPORTAMIENTO ANIMAL - ABET;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0003-2005/SBN-GO;ACTIVO
2708;67229452;SISTEMA DIGITAL DE ADQUISICION DE DATOS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
2709;67229454;SISTEMA ELECTRO MAGNETICO DE SEGURIDAD;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2002/SBN;ACTIVO
2710;67229460;SISTEMA ELEVADOR PARA PUERTA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0040-98/SBN;ACTIVO
2711;67229471;SISTEMA MOVIL DE ENROLAMIENTO DE PERSONAS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
2712;67229482;SISTEMA PARA ANALISIS DE MOTORES;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0130-2000/SBN;ACTIVO
2713;67229493;SISTEMA RADIOFRECUENCIA DIGITAL DE SEGURIDAD;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2002/SBN;ACTIVO
2714;67229495;SISTEMA SEMAFORIZACION INTELIGENTE;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
2715;67229498;SISTEMA TEST DE VIENA COMPUTARIZADO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
2716;67229504;SOPLADORA DE AIRE;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2717;67229548;SURTIDOR DE COMBUSTIBLE;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0040-98/SBN;ACTIVO
2718;67229593;TALADRO ELECTRICO PORTATIL;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2719;67229594;TANQUE DE ALMACENAMIENTO DE LECHE;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
2720;67229595;TANQUE DE ALMACENAMIENTO DE LECHE PASTEURIZADA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
2721;67229596;TANQUE DE ALMACENAMIENTO ISOTERMICO DE LECHE;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
2722;67229597;TANQUE DE ALMACENAMIENTO REFRIGERADO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
2723;67229601;TANQUE DE MADURACION - MADURADOR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
2724;67229603;TANQUE DE RECIRCULACION/REMOJO PARA PELETERIA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
2725;67229605;TANQUE DE PROPAGACION Y RECOLECCION DE LEVADURA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
2726;67229606;TANQUE DECANTADOR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0016-2007/SBN-GO;ACTIVO
2727;67229607;TANQUE FUNDIDOR HOMOGENIZADOR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0016-2007/SBN-GO;ACTIVO
2728;67229608;TANQUE HIDROTERMICO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
2729;67229609;TANQUE MACERADOR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
2730;67229615;TANQUE METALICO INTERCAMBIADOR DE CALOR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0089-2001/SBN;ACTIVO
2731;67229626;TANQUE PARA DESOPERCULACION;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0016-2007/SBN-GO;ACTIVO
2732;67229637;TANQUE PASTEURIZADOR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0090-1999/SBN;ACTIVO
2733;67229659;TAPADORA TORQUEADORA MANUAL;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0015-2004/SBN-GO;ACTIVO
2734;67229682;TARJETA DE PUNTERIA CON ILUMINACION;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2735;67229772;TECLE;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2736;67229786;TELESCOPIO REFLECTOR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
2737;67229800;TELESCOPIO REFRACTOR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
2738;67229816;TENSOR DE RIELES;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0040-98/SBN;ACTIVO
2739;67229827;TERMOBLOQUE PARA LABORATORIO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
2740;67229838;TERMOENCUADERNADORA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2002/SBN;ACTIVO
2741;67229840;TIJERA ROTATIVA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
2742;67229843;TIJERAS ELECTRICAS PARA PODA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0013-2003/SBN-GO;ACTIVO
2743;67229848;TIJERAS HIDRAULICAS PARA PODA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0013-2003/SBN-GO;ACTIVO
2744;67229853;TIJERAS NEUMATICAS PARA PODA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0013-2003/SBN-GO;ACTIVO
2745;67229861;TORNILLO DE BANCO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2746;67229872;TORNO DE HILAR MECANICO A PEDAL;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
2747;67229884;TRANSPORTADOR DE RODILLOS;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0090-1999/SBN;ACTIVO
2748;67229889;TRANSPORTADOR NEUMATICO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
2749;67229895;TRITURADORA Y ESTERILIZADORA INTEGRADA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
2750;67229906;TROQUELADOR;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0040-98/SBN;ACTIVO
2751;67229950;VAPORIZADOR EN GENERAL;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0158-97/SBN;ACTIVO
2752;67229956;VASO DE EXPANSION;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
2753;67229959;VENTILADOR PARA PRESION POSITIVA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
2754;67229962;VERTEDOR DE AGUA PARA LABORATORIO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0089-2001/SBN;ACTIVO
2755;67229975;VIBRADOR ELECTRICO PARA CONCRETO;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0040-98/SBN;ACTIVO
2756;67229987;VULCANIZADORA;67 MAQUINARIA, VEHICULOS Y OTROS;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
2757;67290600;AUTOCARRIL - AUTOVIA;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2758;67291200;AUTOVAGON;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2759;67291800;COCHE DE PASAJEROS;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2760;67292400;COCHE MOTOR - AUTOMOTOR;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2761;67293000;COCHE REMOLQUE;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2762;67293600;LOCOMOTORA;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2763;67294200;UNIDAD DE TREN;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2764;67294800;VAGON;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2765;67295400;VAGON CISTERNA;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2766;67296000;VAGON PLATAFORMA;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2767;67296600;VAGON TANQUE;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2768;67297200;VAGON TOLVA;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2769;67297800;VAGONETA;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2770;67298400;VAGONETA GRUA;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2771;67299000;VAGONETA PLATAFORMA AUTOPROPULSADA;67 MAQUINARIA, VEHICULOS Y OTROS;29 FERROCARRIL;0009-2008/SBN-GO;ACTIVO
2772;67360050;AMASADORA MEZCLADORA DE ASFALTO;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2773;67360165;APISONADORA DE CARRETERA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2774;67360280;APISONADORA DE PLANCHA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2775;67360395;ASCENSOR;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0003-2005/SBN-GO;EXCLUIDO
2776;67360510;BARREDORA MECANICA;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2777;67360626;CARGADOR FRONTAL;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
2778;67360741;CARRO DE FERROCARRIL;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0090-1999/SBN;EXCLUIDO
2779;67360856;CASA RODANTE;67 MAQUINARIA, VEHICULOS Y OTROS;36 MAQUINARIA PESADA;0158-97/SBN;ACTIVO
