"id";"code";"description";"goods_catalog_id";"warehouse_id";"trademark";"model";"type";"color";"series";"state_of_conservation";"date_acquired";"value";"observations";"is_active";"created_at";"updated_at"
6434;"66851523";ELEVADOR PORTATIL DE PACIENTE;945;18;;;;lime;#18a015;A;"2020-06-14";143.2;MED;0;"2023-05-15 02:41:27";"2023-10-09 02:41:27"
6435;"16448842";CISTERNA AUTOPROPULSADA;3422;8;;;;lime;#92c53f;C;"2020-05-20";322.8;MED;1;"2023-08-06 02:41:27";"2023-10-17 02:41:27"
6436;"43168708";MAQUINA FORMADORA DE ALBONDIGAS;2907;29;;;;aqua;#d3de09;C;"2019-09-10";323.6;MED;0;"2022-09-22 02:41:27";"2023-10-15 02:41:27"
6437;"42808756";SOLDADOR DE PUNTO PARA ORTODONCIA;1476;29;;;;purple;#b46b20;A;"2021-10-19";246.5;MED;1;"2023-01-05 02:41:27";"2023-10-09 02:41:27"
6438;"82196741";HUMEDOMETRO;2044;13;;;;maroon;#d38357;B;"2021-06-01";228.1;MED;0;"2023-06-17 02:41:27";"2023-10-11 02:41:27"
6439;"31096914";ESTACION DE INCLUSION INTEGRADA;1113;24;;;;lime;#d0a2e5;A;"2022-07-26";263.3;MED;1;"2022-12-27 02:41:27";"2023-10-11 02:41:27"
6440;"19083999";ASPIROSICROMETRO;1769;13;;;;blue;#7ae78e;A;"2022-10-09";336.5;MED;1;"2023-01-24 02:41:27";"2023-10-08 02:41:27"
6441;"13397899";TEODOLITO ELECTRONICO;2282;3;;;;maroon;#d5ff28;A;"2020-09-11";301.8;MED;1;"2022-11-05 02:41:27";"2023-10-19 02:41:27"
6442;"26951905";CAMA ELASTICA PARA SALTAR;4015;23;;;;white;#5e894f;B;"2020-07-11";472.1;MED;1;"2023-04-08 02:41:27";"2023-10-09 02:41:27"
6443;"55385109";DOMINADA ASISTIDA MULTIFUNCION;4030;1;;;;green;#f60899;B;"2022-01-20";484.5;MED;0;"2023-06-12 02:41:27";"2023-10-15 02:41:27"
6444;"63323756";ROPERO TOCADOR;1671;21;;;;fuchsia;#e475cc;A;"2020-06-11";357.5;MED;0;"2023-06-22 02:41:27";"2023-10-13 02:41:27"
6445;"51120742";REPETIDORA DEL SISTEMA DE RADIO ABONADO TELEFONICO DRCS;4643;3;;;;blue;#b1ef1c;B;"2021-03-30";238.7;MED;1;"2023-03-15 02:41:27";"2023-10-11 02:41:27"
6446;"22461161";CONTADOR MECANICO DE CELULAS;882;22;;;;gray;#e1cc7d;C;"2020-04-14";434.5;MED;0;"2023-09-18 02:41:27";"2023-10-12 02:41:27"
6447;"86738174";COLOREADOR DE LAMINAS;874;13;;;;navy;#3e055b;C;"2021-06-07";400.5;MED;1;"2023-04-04 02:41:27";"2023-10-12 02:41:27"
6448;"47869590";COMPAS NAUTICO;1853;8;;;;yellow;#65598d;B;"2021-06-02";437.7;MED;1;"2023-01-01 02:41:27";"2023-10-17 02:41:27"
6449;"29768123";OSCILADOR DE CRISTAL;2140;8;;;;silver;#27e817;C;"2022-06-19";372.3;MED;1;"2022-12-13 02:41:27";"2023-10-17 02:41:27"
6450;"38074819";MONITOR PORTATIL LCD SD/HD-SDI;4561;5;;;;black;#56b445;B;"2019-08-26";83.6;MED;1;"2023-08-13 02:41:27";"2023-10-15 02:41:27"
6451;"38668621";PROBADOR DE ARRANCADOR Y ALTERNADOR;3273;2;;;;gray;#161835;B;"2020-03-27";137.3;MED;0;"2023-08-23 02:41:27";"2023-10-08 02:41:27"
6452;"31144211";TECLADO INALAMBRICO;3612;28;;;;gray;#34addf;B;"2020-04-01";250.7;MED;0;"2023-07-11 02:41:27";"2023-10-15 02:41:27"
6453;"86801223";LECTOR PARA MICRO HEMATOCRITO;1226;8;;;;black;#c41d97;B;"2021-01-29";209.7;MED;0;"2023-01-24 02:41:27";"2023-10-14 02:41:27"
6454;"70052464";ESMERIL ELECTRICO;2546;26;;;;aqua;#d4115e;B;"2022-03-16";51.9;MED;1;"2023-01-02 02:41:27";"2023-10-17 02:41:27"
6455;"12752058";MUESTRADOR DE CAMPO MOTORIZADO;2122;18;;;;lime;#07e5c4;A;"2020-02-19";118.3;MED;1;"2023-02-23 02:41:27";"2023-10-09 02:41:27"
6456;"29173020";DISCADOR AUTOMATICO;4348;5;;;;gray;#b3597a;B;"2020-07-05";190.4;MED;0;"2023-02-15 02:41:27";"2023-10-13 02:41:27"
6457;"38915973";BASURERO BLINDADO;4162;10;;;;navy;#04da20;A;"2019-12-25";327.0;MED;1;"2022-12-01 02:41:27";"2023-10-17 02:41:27"
6458;"15392156";MAQUINA APARADORA;3056;8;;;;blue;#e474c5;B;"2020-11-13";327.4;MED;1;"2022-10-25 02:41:27";"2023-10-08 02:41:27"
6459;"57879087";DETERMINADOR DE MUESTRAS;28;1;;;;white;#f0d2b0;A;"2023-02-06";243.5;MED;1;"2022-12-05 02:41:27";"2023-10-08 02:41:27"
6460;"55650720";EVAPORADOR;174;14;;;;green;#b6d32e;B;"2020-10-22";402.7;MED;0;"2023-02-25 02:41:27";"2023-10-13 02:41:27"
6461;"44582441";MAQUINA DE VACIADO;2899;7;;;;navy;#f1fb39;A;"2019-07-21";72.1;MED;1;"2023-04-13 02:41:27";"2023-10-09 02:41:27"
6462;"25332308";DIVISORA DE SUELA;2477;14;;;;fuchsia;#e63771;C;"2021-02-21";208.0;MED;0;"2023-01-28 02:41:27";"2023-10-19 02:41:27"
6463;"26564374";CONVERSOR DE BAJADA - DOWN CONVERTER;4326;3;;;;yellow;#9cce35;A;"2022-09-07";195.7;MED;0;"2023-01-05 02:41:27";"2023-10-15 02:41:27"
6464;"34457904";CAMILLA PARA MAQUILLAJE;261;19;;;;yellow;#e5952f;B;"2021-10-10";338.5;MED;0;"2023-08-28 02:41:27";"2023-10-15 02:41:27"
6465;"89832385";ESPECTROMETRO;1987;6;;;;lime;#451197;B;"2021-09-11";27.4;MED;0;"2023-03-08 02:41:27";"2023-10-12 02:41:27"
6466;"23329765";TERMA;198;10;;;;aqua;#80aa26;A;"2023-10-17";191.8;MED;1;"2023-08-01 02:41:27";"2023-10-09 02:41:27"
6467;"52834194";MAQUINA ESCOPLADORA;3141;23;;;;black;#d370d6;B;"2021-02-23";439.0;MED;1;"2023-03-12 02:41:27";"2023-10-19 02:41:27"
6468;"33095567";FIBROSCOPIO - BRONCOFIBROSCOPIO;1141;8;;;;green;#eb3976;B;"2021-06-10";78.7;MED;1;"2023-03-27 02:41:27";"2023-10-08 02:41:27"
6469;"35029269";MICROBAROGRAFO;2107;16;;;;blue;#7e8017;A;"2023-10-06";154.9;MED;1;"2022-10-31 02:41:27";"2023-10-19 02:41:27"
6470;"35596895";UNIDAD MULTICANAL;4771;24;;;;purple;#7fe5c3;B;"2020-04-17";59.6;MED;1;"2022-09-29 02:41:27";"2023-10-11 02:41:27"
6471;"66142341";GUITARRA ELECTRO ACUSTICA;472;11;;;;purple;#a4cd9a;A;"2020-12-22";142.5;MED;1;"2023-07-19 02:41:27";"2023-10-15 02:41:27"
6472;"18952397";PARAVIENTO DE MICROFONO;4572;28;;;;blue;#987a30;A;"2020-07-28";402.5;MED;0;"2023-04-19 02:41:27";"2023-10-08 02:41:27"
6473;"78981998";IMPRESORA LASER DE MICROFILM;4486;28;;;;gray;#dc327a;A;"2020-02-24";23.3;MED;0;"2022-11-17 02:41:27";"2023-10-11 02:41:27"
6474;"43499010";TABLERO DE TRANSFERENCIA AUTOMATICA;687;22;;;;lime;#fc2158;C;"2020-09-22";218.1;MED;0;"2023-01-02 02:41:28";"2023-10-09 02:41:28"
6475;"85415218";EVAPORADOR;174;13;;;;navy;#7f1e92;B;"2022-04-07";331.9;MED;0;"2023-01-08 02:41:28";"2023-10-14 02:41:28"
6476;"37130151";BIBLIOTECA DE MADERA;3761;15;;;;aqua;#53d610;B;"2022-02-10";291.1;MED;0;"2023-05-16 02:41:28";"2023-10-13 02:41:28"
6477;"42007161";ADAPTADOR INALAMBRICO DE USB A HDMI/VGA;4225;26;;;;maroon;#6657dd;B;"2019-12-25";421.5;MED;1;"2022-11-06 02:41:28";"2023-10-19 02:41:28"
6478;"52027761";DERMATOSCOPIO;901;30;;;;green;#0259d4;B;"2020-03-15";214.0;MED;0;"2022-11-06 02:41:28";"2023-10-17 02:41:28"
6479;"77805681";CHANCADORA PARA MINERALES DE LABORATORIO;2434;2;;;;fuchsia;#69ac3b;B;"2022-05-20";242.1;MED;1;"2023-03-14 02:41:28";"2023-10-16 02:41:28"
6480;"14917571";ALIMENTADOR ARTIFICIAL ELECTRICO DE INSECTOS;2358;3;;;;gray;#f26e76;C;"2021-01-22";471.3;MED;0;"2022-12-24 02:41:28";"2023-10-09 02:41:28"
6481;"39787039";VIDEO POLISOMNOGRAFIA;1548;13;;;;teal;#71141e;A;"2020-12-07";178.3;MED;1;"2023-03-02 02:41:28";"2023-10-12 02:41:28"
6482;"59138737";REPRODUCTOR DE CASSETTES;4647;6;;;;maroon;#e7c736;A;"2019-12-06";299.7;MED;0;"2023-08-18 02:41:28";"2023-10-11 02:41:28"
6483;"29680809";CAJA DE DISTRIBUCION ELECTRICA MOVIL;610;7;;;;fuchsia;#23bbf4;B;"2021-09-30";230.8;MED;0;"2022-11-19 02:41:28";"2023-10-14 02:41:28"
6484;"14750247";GASOMETRO;2025;20;;;;teal;#728852;C;"2023-07-25";178.9;MED;0;"2023-05-26 02:41:28";"2023-10-11 02:41:28"
6485;"89496598";CILINDRO DE OXIGENO;3362;13;;;;gray;#b005d2;A;"2022-08-08";353.8;MED;0;"2022-11-03 02:41:28";"2023-10-16 02:41:28"
6486;"36450728";MAGNETOMETRO;2070;13;;;;navy;#3d15ea;A;"2023-03-17";15.1;MED;0;"2023-05-28 02:41:28";"2023-10-17 02:41:28"
6487;"13135251";SISTEMA DE VISUALIZACION 3D PARA CIRUGIA VITREORRETINIANA ASISTIDA POR COMPUTADORA;1469;12;;;;fuchsia;#d5a3cc;A;"2022-04-16";394.7;MED;0;"2022-11-16 02:41:28";"2023-10-09 02:41:28"
6488;"13032983";PIRANOMETRO;2168;10;;;;white;#4eabc9;A;"2022-06-20";33.9;MED;0;"2023-01-02 02:41:28";"2023-10-19 02:41:28"
6489;"59795887";MESA ESQUINERA DE MELAMINA;3863;1;;;;white;#6a1cca;A;"2019-11-14";242.2;MED;0;"2023-01-31 02:41:28";"2023-10-18 02:41:28"
6490;"38926234";MONITOR DE ACTIVIDAD CEREBRAL;1315;2;;;;maroon;#4affb5;A;"2021-04-24";384.9;MED;0;"2023-08-29 02:41:28";"2023-10-12 02:41:28"
6491;"39114784";INSPECTOR DE MICROFILM;4491;27;;;;blue;#4e7a97;A;"2019-11-09";479.5;MED;0;"2023-06-23 02:41:28";"2023-10-13 02:41:28"
6492;"87707247";MESA ESQUINERA DE MADERA;3862;30;;;;purple;#9b0da3;B;"2023-09-11";265.0;MED;0;"2023-05-16 02:41:28";"2023-10-15 02:41:28"
6493;"76078905";MICROMANIPULADOR;1276;16;;;;white;#3cf14d;B;"2020-02-01";159.1;MED;1;"2022-11-08 02:41:28";"2023-10-12 02:41:28"
6494;"76293080";HORNO MICROONDAS;308;28;;;;yellow;#dade5c;C;"2021-10-10";14.4;MED;1;"2022-11-28 02:41:28";"2023-10-13 02:41:28"
6495;"66555958";CAJA ACUSTICA;4277;4;;;;olive;#c7ced1;A;"2021-03-26";326.9;MED;0;"2023-07-13 02:41:28";"2023-10-12 02:41:28"
6496;"75912093";AVION A REACCION DE CARGA;2327;23;;;;lime;#1f8fa4;B;"2019-03-20";17.5;MED;0;"2022-12-19 02:41:28";"2023-10-13 02:41:28"
6497;"12313385";DUROMETRO;1919;20;;;;navy;#c400a8;A;"2021-02-19";77.8;MED;1;"2023-08-08 02:41:28";"2023-10-10 02:41:28"
6498;"39434316";LLAVE DE IMPACTO CON LLAVE TUBULAR PARA PERNO;2596;3;;;;yellow;#ea7cd0;A;"2019-08-22";278.0;MED;0;"2023-04-26 02:41:28";"2023-10-14 02:41:28"
6499;"19506824";APLICADOR DE ULV;2367;29;;;;maroon;#073366;A;"2023-03-29";308.2;MED;0;"2022-10-16 02:41:28";"2023-10-15 02:41:28"
6500;"38206202";EQUIPO DE MAGNETOTERAPIA;1012;29;;;;black;#56780d;A;"2022-05-05";414.2;MED;0;"2022-10-11 02:41:28";"2023-10-09 02:41:28"
6501;"80651618";MAQUINA ROTULADORA;3224;13;;;;navy;#91e9f4;A;"2021-01-05";284.2;MED;0;"2023-08-29 02:41:28";"2023-10-19 02:41:28"
6502;"87687860";SISTEMA DE CONTROL DE PLAGAS POR ANOXIA;2345;10;;;;purple;#1f3a4c;A;"2022-05-12";29.1;MED;0;"2023-08-30 02:41:28";"2023-10-17 02:41:28"
6503;"34958219";CILINDRO DE OXIGENO;3362;10;;;;olive;#0746bb;C;"2019-10-12";303.9;MED;1;"2023-02-21 02:41:28";"2023-10-13 02:41:28"
6504;"41459109";MODELO PELVIS OSEA Y ORGANOS GENITALES FEMENINOS DESMONTABLE;1306;6;;;;lime;#180de6;A;"2022-02-06";29.5;MED;0;"2023-05-04 02:41:28";"2023-10-09 02:41:28"
6505;"75614328";EQUIPO DE ENDOSCOPIA;991;5;;;;lime;#7ee81e;A;"2021-10-02";283.1;MED;1;"2022-12-31 02:41:28";"2023-10-17 02:41:28"
6506;"15122810";PROYECTOR DE LUZ LED;673;28;;;;black;#e92ea9;C;"2020-11-15";388.9;MED;1;"2023-03-16 02:41:28";"2023-10-09 02:41:28"
6507;"14394438";ANEMOMETRO TOTALIZADOR;1754;3;;;;navy;#488ab1;B;"2023-03-20";421.7;MED;0;"2023-01-05 02:41:28";"2023-10-10 02:41:28"
6508;"36605266";LIBERADOR ACUSTICO;58;23;;;;aqua;#09d84c;B;"2023-02-19";317.9;MED;0;"2022-12-17 02:41:28";"2023-10-19 02:41:28"
6509;"35977702";MANIQUI DE ENTRENAMIENTO PARA RESUCITACION;1243;16;;;;silver;#c16b4a;A;"2021-02-07";182.2;MED;1;"2023-05-28 02:41:28";"2023-10-17 02:41:28"
6510;"14283317";BANCO PREDICADOR;4111;5;;;;white;#3a6684;B;"2020-12-07";429.3;MED;1;"2023-09-03 02:41:28";"2023-10-11 02:41:28"
6511;"19450757";PRENSA PARA OPERCULOS EN FRIO;3270;15;;;;blue;#f29f0c;C;"2020-03-20";389.8;MED;0;"2023-07-29 02:41:28";"2023-10-18 02:41:28"
6512;"72518552";INFANTOMETRO;2050;30;;;;olive;#33fbe8;A;"2022-12-14";307.0;MED;1;"2023-03-08 02:41:28";"2023-10-12 02:41:28"
6513;"51136597";PANTALLA DE METAL PARA STENCIL;3692;12;;;;black;#43e504;C;"2023-01-10";479.3;MED;0;"2023-08-13 02:41:28";"2023-10-16 02:41:28"
6514;"73852224";SILLON MASAJEADOR PARA PEDICURA;265;21;;;;teal;#f867c8;B;"2019-07-17";176.4;MED;0;"2023-07-16 02:41:28";"2023-10-12 02:41:28"
6515;"87112181";EQUIPO CLORADOR;230;9;;;;gray;#83ee72;A;"2019-01-27";51.2;MED;0;"2023-04-27 02:41:28";"2023-10-13 02:41:28"
6516;"69425239";PORTA BALDE METALICO RODABLE;1660;14;;;;green;#9633bc;B;"2019-02-02";360.6;MED;1;"2023-03-07 02:41:28";"2023-10-11 02:41:28"
6517;"29550621";MAQUINA EMPAQUETADORA - RETRACTILADORA;3131;26;;;;black;#f180cd;C;"2021-09-22";373.5;MED;1;"2023-04-25 02:41:28";"2023-10-14 02:41:28"
6518;"79511164";VENTILADOR PARA PRESION POSITIVA;2754;1;;;;teal;#6661c4;A;"2021-10-27";242.3;MED;1;"2023-07-03 02:41:28";"2023-10-09 02:41:28"
6519;"65822613";EQUIPO PARA DETERMINAR NITROGENO ORGANICO;2537;28;;;;black;#0f53f3;B;"2023-02-14";217.4;MED;1;"2023-06-25 02:41:28";"2023-10-08 02:41:28"
6520;"19445539";EQUIPO DE FILTRACION POR MEMBRANA;2513;1;;;;gray;#8dfc64;A;"2021-11-12";107.3;MED;1;"2023-08-21 02:41:28";"2023-10-10 02:41:28"
6521;"85918720";MAQUINA PARA CORTAR TIRAS;3175;22;;;;green;#2a1b1d;A;"2022-07-05";393.7;MED;0;"2023-03-04 02:41:28";"2023-10-16 02:41:28"
6522;"55911713";EQUIPO DE RADIO ALTIMETRO;4399;10;;;;teal;#12d81e;A;"2021-05-12";352.2;MED;1;"2023-04-04 02:41:28";"2023-10-13 02:41:28"
6523;"73378056";EPIDIOSCOPE;33;27;;;;black;#b25180;A;"2022-02-20";193.9;MED;1;"2023-01-12 02:41:28";"2023-10-11 02:41:28"
6524;"17376254";SISTEMA DE DETECCION DE INTRUSOS EN LA RED - IDS;4682;7;;;;fuchsia;#6ff04b;C;"2020-07-04";169.8;MED;0;"2023-03-14 02:41:28";"2023-10-11 02:41:28"
6525;"52454564";SURCADOR;98;5;;;;purple;#5c61f3;B;"2021-10-26";338.3;MED;1;"2023-09-14 02:41:28";"2023-10-14 02:41:28"
6526;"81787659";MEDIDOR DE FINURA DE FIBRA;2081;17;;;;navy;#9d0a64;A;"2020-03-03";299.5;MED;1;"2023-03-26 02:41:28";"2023-10-11 02:41:28"
6527;"27983403";SILLON GIRATORIO (OTROS);3954;6;;;;yellow;#b853ea;C;"2020-06-26";231.2;MED;1;"2023-04-16 02:41:28";"2023-10-18 02:41:28"
6528;"52864257";MACHIHEMBRADORA;3051;1;;;;aqua;#78dc98;B;"2020-10-23";289.4;MED;1;"2023-01-12 02:41:28";"2023-10-17 02:41:28"
6529;"30302883";EQUIPO DE CARGA PUNTUAL DIGITAL;1929;14;;;;navy;#165ca7;C;"2020-07-08";490.2;MED;1;"2022-12-02 02:41:28";"2023-10-11 02:41:28"
6530;"21024105";VENTILADOR VOLUMETRICO;1533;14;;;;lime;#53532d;A;"2019-05-05";180.5;MED;1;"2023-08-16 02:41:28";"2023-10-17 02:41:28"
6531;"62864398";BANQUETA PARA PIANO;563;16;;;;teal;#bc1a39;C;"2023-10-10";10.7;MED;1;"2023-07-15 02:41:28";"2023-10-14 02:41:28"
6532;"67321695";IRRADIADOR DE COMPONENTES SANGUINEOS;1194;6;;;;silver;#01958d;A;"2020-03-29";451.1;MED;1;"2023-09-08 02:41:28";"2023-10-18 02:41:28"
6533;"89860579";MAQUINA SEGADORA TRILLADORA;2815;27;;;;green;#36846b;A;"2022-05-16";164.0;MED;0;"2023-04-14 02:41:28";"2023-10-19 02:41:28"
6534;"73354215";PIEZOMETRO PARA HINCADO;2164;15;;;;yellow;#25fe12;A;"2020-02-12";459.8;MED;0;"2023-03-06 02:41:28";"2023-10-13 02:41:28"
6535;"85699393";CALENTADOR DE MANTAS Y FLUIDOS;699;25;;;;gray;#091b1e;A;"2020-06-28";275.9;MED;0;"2023-03-01 02:41:28";"2023-10-13 02:41:28"
6536;"80843948";TRANSDUCTOR ORTOMODAL - OMT;4742;5;;;;purple;#946497;A;"2021-09-27";310.2;MED;0;"2022-10-22 02:41:28";"2023-10-09 02:41:28"
6537;"68275961";CONTROL DEL TRANSMISOR Y AUDIO;4320;15;;;;purple;#e91bd0;B;"2023-03-18";82.3;MED;1;"2022-12-04 02:41:28";"2023-10-14 02:41:28"
6538;"42471534";CLISIMETRO;1845;12;;;;fuchsia;#0b1d73;A;"2019-06-06";307.5;MED;0;"2022-12-23 02:41:28";"2023-10-09 02:41:28"
6539;"31878254";CULTIVADORAS EN GENERAL;20;3;;;;teal;#42e122;A;"2021-03-11";496.6;MED;1;"2023-01-08 02:41:28";"2023-10-19 02:41:28"
6540;"42353228";PRENSA ENDEREZADORA DE CIGUEÃALES;3266;15;;;;black;#3a0096;C;"2020-09-26";457.6;MED;0;"2022-10-03 02:41:28";"2023-10-11 02:41:28"
6541;"46287275";EQUIPO PARA ANALISIS DE SUELOS;43;3;;;;gray;#bd246e;A;"2021-05-19";61.0;MED;0;"2023-04-21 02:41:28";"2023-10-16 02:41:28"
6542;"78239325";ESQUIASCOPIO;1111;1;;;;aqua;#85d907;B;"2021-04-04";328.2;MED;1;"2023-09-04 02:41:28";"2023-10-17 02:41:28"
6543;"35725471";PANEL DE PROYECCION DE CRISTAL LIQUIDO;4568;2;;;;yellow;#d309c1;C;"2022-02-25";432.4;MED;1;"2023-01-16 02:41:28";"2023-10-15 02:41:28"
6544;"66959832";COCHE DE POLIURETANO PARA TRANSPORTE DE MEDICAMENTOS;1593;12;;;;white;#be3d97;A;"2020-06-11";134.6;MED;1;"2023-06-09 02:41:28";"2023-10-11 02:41:28"
6545;"34988813";SILBATO DE SAMBA TRES TONOS;400;5;;;;maroon;#4c837c;C;"2019-11-19";373.8;MED;1;"2023-01-27 02:41:28";"2023-10-08 02:41:28"
6546;"59140691";LUXOMETRO;2067;30;;;;maroon;#227759;B;"2019-12-11";114.4;MED;1;"2023-01-28 02:41:28";"2023-10-19 02:41:28"
6547;"29772690";LAVADOR AUTOMATICO DE PIPETAS;1214;29;;;;blue;#a31f85;A;"2022-12-10";452.3;MED;1;"2022-09-25 02:41:28";"2023-10-14 02:41:28"
6548;"22236199";VIHUELA;548;17;;;;black;#932f41;C;"2021-04-13";293.2;MED;1;"2023-01-18 02:41:28";"2023-10-16 02:41:28"
6549;"69509712";VITRINA DE MADERA;3979;30;;;;green;#c01bde;C;"2021-04-23";165.4;MED;0;"2023-09-07 02:41:28";"2023-10-08 02:41:28"
6550;"30604233";LIBRERIA DE CINTAS;4507;24;;;;olive;#6a9d0b;C;"2020-02-05";491.8;MED;0;"2023-01-24 02:41:28";"2023-10-12 02:41:28"
6551;"23985701";ARCHIVADOR DE METAL Y MADERA;3733;25;;;;yellow;#c1b055;C;"2020-03-20";203.4;MED;0;"2023-08-18 02:41:28";"2023-10-15 02:41:28"
6552;"14606273";AUTOREFRACTOMETRO;780;7;;;;green;#e63c5f;A;"2021-12-22";156.6;MED;1;"2022-12-27 02:41:28";"2023-10-10 02:41:28"
6553;"86552067";GENERADOR DE AIRE CERO;2572;11;;;;blue;#94675b;B;"2022-03-09";159.5;MED;1;"2022-12-23 02:41:28";"2023-10-17 02:41:28"
6554;"28125606";CUNA EN GENERAL;1605;3;;;;yellow;#8e8c0a;B;"2022-08-27";318.4;MED;0;"2022-10-05 02:41:28";"2023-10-13 02:41:28"
6555;"66122763";EQUIPO PARA AIRE ACONDICIONADO TIPO DOMESTICO;170;22;;;;yellow;#efd9af;C;"2019-12-08";347.8;MED;1;"2022-10-28 02:41:28";"2023-10-08 02:41:28"
6556;"46304230";CAFETERA (MAYOR A 1/8 UIT);363;5;;;;olive;#52571a;A;"2020-05-20";442.7;MED;1;"2023-05-26 02:41:28";"2023-10-11 02:41:28"
6557;"44301899";LAPICERO ESCANER TRADUCTOR;3665;18;;;;aqua;#7c9de5;A;"2021-03-11";280.6;MED;0;"2023-02-16 02:41:28";"2023-10-11 02:41:28"
6558;"47542143";PLANIMETRO;2176;25;;;;silver;#414684;C;"2020-09-27";96.8;MED;0;"2023-02-15 02:41:28";"2023-10-13 02:41:28"
6559;"61602664";LIMITADOR DE AUDIO;4509;17;;;;navy;#025a44;C;"2019-04-03";11.0;MED;0;"2023-06-12 02:41:28";"2023-10-09 02:41:28"
6560;"32154958";LECTORA DE MARCAS OPTICAS - OMR SCANNER;3566;14;;;;teal;#58a1b7;A;"2020-02-21";20.6;MED;0;"2023-02-03 02:41:28";"2023-10-15 02:41:28"
6561;"83151781";MAQUINA INDUSTRIAL PELADORA DE ALIMENTOS;322;4;;;;aqua;#368909;C;"2020-09-13";431.0;MED;0;"2023-02-21 02:41:28";"2023-10-10 02:41:28"
6562;"69516648";MESA DE PLANCHADO UNIVERSAL;245;27;;;;blue;#7c7074;A;"2022-08-27";375.5;MED;1;"2023-02-23 02:41:28";"2023-10-15 02:41:28"
6563;"85167753";MODELO SISTEMA DIGESTIVO DESMONTABLE;1309;9;;;;maroon;#d91c47;A;"2023-06-25";26.9;MED;0;"2022-12-13 02:41:28";"2023-10-18 02:41:28"
6564;"80676036";TROMBON;537;24;;;;teal;#0a1956;A;"2022-07-23";104.1;MED;0;"2023-06-03 02:41:28";"2023-10-19 02:41:28"
6565;"34609080";SIMULADOR DE VOZ;4672;5;;;;silver;#a50176;B;"2020-03-29";117.5;MED;1;"2022-11-17 02:41:28";"2023-10-13 02:41:28"
6566;"64857940";ASPIRADOR PARA SECOS Y HUMEDOS;2371;25;;;;silver;#c32604;B;"2023-07-29";265.6;MED;0;"2023-01-11 02:41:28";"2023-10-13 02:41:28"
6567;"49421617";APARATO PARA EMULSION;761;6;;;;yellow;#12af2d;B;"2020-02-10";91.0;MED;1;"2023-09-04 02:41:28";"2023-10-19 02:41:28"
6568;"39337804";LITOTRIPTOR;1231;17;;;;navy;#aef751;A;"2019-08-17";84.8;MED;1;"2023-02-08 02:41:28";"2023-10-16 02:41:28"
6569;"66139271";SENSOR PLUVIOMETRICO;2244;28;;;;aqua;#bfa08d;A;"2022-05-16";228.2;MED;0;"2022-11-29 02:41:28";"2023-10-16 02:41:28"
6570;"53053021";GRUA MOVIL PORTACONTENEDOR - REACH STACKER;2801;4;;;;fuchsia;#22303d;B;"2021-03-15";312.2;MED;0;"2023-08-13 02:41:28";"2023-10-09 02:41:28"
6571;"11587796";MUESTREADOR DE AGUA PARA POZO;122;12;;;;yellow;#3ad6fa;A;"2022-06-20";83.6;MED;1;"2023-06-06 02:41:28";"2023-10-18 02:41:28"
6572;"43798479";LAVADORA DE ROPA EN SECO;3048;7;;;;lime;#cbaa52;A;"2020-06-01";483.1;MED;0;"2023-03-30 02:41:28";"2023-10-13 02:41:28"
6573;"10372140";RADIOENLACE DE DATOS;4622;5;;;;maroon;#669f5d;A;"2020-08-09";341.6;MED;0;"2023-03-09 02:41:28";"2023-10-17 02:41:28"
6574;"88832007";SISTEMA DE INSPECCION DE CARGA Y VEHICULOS;2704;27;;;;navy;#59c5e4;B;"2020-05-30";35.9;MED;0;"2023-08-15 02:41:28";"2023-10-17 02:41:28"
6575;"42415851";EQUIPO DE VIDEO FOTOGRAFIA;1041;1;;;;teal;#2753aa;C;"2023-08-09";443.5;MED;0;"2023-06-29 02:41:28";"2023-10-19 02:41:28"
6576;"87219900";TELEVISOR A COLORES;4725;1;;;;gray;#0c3980;B;"2020-04-08";255.9;MED;1;"2023-05-14 02:41:28";"2023-10-13 02:41:28"
6577;"28825311";LANCHA;4044;7;;;;gray;#c0444d;B;"2021-05-15";484.6;MED;1;"2022-11-24 02:41:28";"2023-10-19 02:41:28"
6578;"52374073";LAVADORA DE MATERIAL DE LABORATORIO;1221;22;;;;blue;#d225e7;C;"2020-01-25";241.8;MED;0;"2023-07-27 02:41:28";"2023-10-19 02:41:28"
6579;"40238063";PROBADOR DE SEÃALES DIGITALES;4591;17;;;;lime;#0fe21e;A;"2022-07-20";415.9;MED;1;"2023-06-11 02:41:28";"2023-10-13 02:41:28"
6580;"28708370";RADIOTRANSMISOR;4627;2;;;;purple;#7c10dc;B;"2019-05-04";39.5;MED;1;"2023-06-26 02:41:28";"2023-10-10 02:41:28"
6581;"80924658";TEODOLITO DE VERNIER;2281;1;;;;aqua;#addf56;C;"2022-02-05";394.2;MED;0;"2023-07-10 02:41:28";"2023-10-14 02:41:28"
6582;"87478941";HORNILLA ELECTRICA;304;20;;;;yellow;#c71a6d;B;"2021-04-30";294.2;MED;1;"2022-12-12 02:41:28";"2023-10-09 02:41:28"
6583;"46169700";ESTANTE DE MADERA;3826;29;;;;lime;#a7e6a6;B;"2020-02-06";235.7;MED;1;"2023-07-10 02:41:28";"2023-10-12 02:41:28"
6584;"45631444";HEMAGIOMETRO;2036;8;;;;fuchsia;#3a7282;C;"2022-03-02";352.8;MED;0;"2023-03-21 02:41:28";"2023-10-14 02:41:28"
